20210917100609,1004,꿀아메리카노,2500,1,0,1002
20210917101037,1008,바닐라아메리카노,3000,5,0,
20210917101900,1005,카푸치노,2700,3,0,
20210917101928,1001,아메리카노,2000,1,10,1002
20210917102007,1001,아메리카노,2000,4,10,
20210917102323,1007,헤이즐넛,3000,5,10,
20210918102336,1002,헤이즐넛,2500,5,10,1005
20210918102420,1005,카푸치노,2700,5,0,
20210919102711,1002,헤이즐넛,2500,2,10,
20210919102910,1007,헤이즐넛,3000,1,10,1004
20210919103821,1004,꿀아메리카노,2500,3,0,
20210919103921,1005,카푸치노,2700,2,0,
20210919104037,1009,꿀아메리카노,3000,5,0,1004
20210919104100,1005,카푸치노,2700,1,0,
20210919104233,1009,꿀아메리카노,3000,2,0,1001
20210920104424,1002,헤이즐넛,2500,5,10,1002
20210920104505,1006,아메리카노,2500,4,10,
20210920104805,1004,꿀아메리카노,2500,2,0,
20210920105022,1002,헤이즐넛,2500,2,10,1002
20210920105257,1003,바닐라아메리카노,2500,1,0,
20210920105300,1008,바닐라아메리카노,3000,4,0,1004
20210921105341,1006,아메리카노,2500,4,10,
20210921105728,1003,바닐라아메리카노,2500,5,0,1003
20210921105909,1002,헤이즐넛,2500,5,10,1002
20210921110350,1009,꿀아메리카노,3000,5,0,1005
20210921110431,1001,아메리카노,2000,5,10,
20210922110648,1008,바닐라아메리카노,3000,1,0,1003
20210922110725,1003,바닐라아메리카노,2500,4,0,
20210922111017,1007,헤이즐넛,3000,3,10,1004
20210922111151,1009,꿀아메리카노,3000,1,0,
20210922111246,1009,꿀아메리카노,3000,4,0,
20210922111430,1004,꿀아메리카노,2500,2,0,1002
20210922111520,1005,카푸치노,2700,2,0,
20210922111632,1007,헤이즐넛,3000,4,10,1002
20210922111714,1007,헤이즐넛,3000,4,10,
20210922111830,1003,바닐라아메리카노,2500,2,0,1003
20210922111943,1009,꿀아메리카노,3000,3,0,
20210923112109,1007,헤이즐넛,3000,1,10,
20210923112344,1006,아메리카노,2500,5,10,1005
20210924112628,1008,바닐라아메리카노,3000,3,0,1002
20210925112820,1008,바닐라아메리카노,3000,4,0,
20210925113041,1005,카푸치노,2700,1,0,1003
20210925113217,1008,바닐라아메리카노,3000,4,0,1003
20210926113310,1006,아메리카노,2500,3,10,
20210926113418,1003,바닐라아메리카노,2500,3,0,1001
20210926114356,1008,바닐라아메리카노,3000,4,0,1001
20210926114821,1005,카푸치노,2700,4,0,
20210926115116,1007,헤이즐넛,3000,5,10,1005
20210927115724,1009,꿀아메리카노,3000,5,0,
20210927115904,1003,바닐라아메리카노,2500,1,0,1001
20210927120053,1009,꿀아메리카노,3000,5,0,1003
20210927120130,1008,바닐라아메리카노,3000,1,0,
20210927121004,1005,카푸치노,2700,5,0,1005
20210928122221,1002,헤이즐넛,2500,5,10,1004
20210928122239,1002,헤이즐넛,2500,5,10,
20210928122401,1002,헤이즐넛,2500,1,10,
20210929122505,1002,헤이즐넛,2500,1,10,1003
20210930122658,1008,바닐라아메리카노,3000,3,0,
20210930123856,1001,아메리카노,2000,1,10,1002
20210930124334,1006,아메리카노,2500,3,10,1005
20210930124420,1006,아메리카노,2500,2,10,
20211001124500,1004,꿀아메리카노,2500,1,0,1003
20211001124556,1002,헤이즐넛,2500,5,10,1001
20211001124817,1004,꿀아메리카노,2500,4,0,1003
20211001125025,1004,꿀아메리카노,2500,3,0,
20211001125036,1004,꿀아메리카노,2500,3,0,1001
20211001125224,1006,아메리카노,2500,1,10,1002
20211001125500,1003,바닐라아메리카노,2500,2,0,1005
20211002125631,1006,아메리카노,2500,1,10,1005
20211002125655,1006,아메리카노,2500,5,10,
20211002125738,1009,꿀아메리카노,3000,5,0,1004
20211002125838,1007,헤이즐넛,3000,1,10,1001
20211002130052,1007,헤이즐넛,3000,3,10,1004
20211002130342,1002,헤이즐넛,2500,1,10,
20211003130420,1001,아메리카노,2000,2,10,1004
20211003130555,1007,헤이즐넛,3000,1,10,
20211004131248,1005,카푸치노,2700,4,0,1004
20211004131722,1005,카푸치노,2700,4,0,1004
20211004131945,1005,카푸치노,2700,3,0,
20211004132223,1009,꿀아메리카노,3000,2,0,1004
20211004132343,1004,꿀아메리카노,2500,5,0,
20211005132408,1007,헤이즐넛,3000,1,10,
20211005132424,1009,꿀아메리카노,3000,1,0,
20211005132737,1002,헤이즐넛,2500,5,10,
20211005133059,1002,헤이즐넛,2500,1,10,
20211005133128,1001,아메리카노,2000,2,10,1002
20211005133427,1008,바닐라아메리카노,3000,4,0,
20211006134104,1005,카푸치노,2700,3,0,1003
20211006134105,1003,바닐라아메리카노,2500,3,0,1005
20211006134147,1009,꿀아메리카노,3000,5,0,1001
20211006134248,1003,바닐라아메리카노,2500,1,0,
20211007134411,1004,꿀아메리카노,2500,3,0,1005
20211007134545,1003,바닐라아메리카노,2500,3,0,1003
20211007134546,1004,꿀아메리카노,2500,1,0,
20211007134934,1003,바닐라아메리카노,2500,3,0,1002
20211007135120,1001,아메리카노,2000,5,10,1005
20211008135439,1005,카푸치노,2700,2,0,
20211008135448,1003,바닐라아메리카노,2500,3,0,1004
20211008135700,1002,헤이즐넛,2500,5,10,1001
20211008135746,1004,꿀아메리카노,2500,1,0,1002
20211008140038,1007,헤이즐넛,3000,1,10,
20211008140116,1007,헤이즐넛,3000,5,10,1003
20211008140119,1005,카푸치노,2700,1,0,
20211008140332,1006,아메리카노,2500,4,10,1003
20211009140409,1003,바닐라아메리카노,2500,2,0,
20211009140832,1006,아메리카노,2500,2,10,1003
20211009141332,1005,카푸치노,2700,3,0,
20211009141835,1009,꿀아메리카노,3000,3,0,1001
20211009142148,1005,카푸치노,2700,1,0,1005
20211009142407,1005,카푸치노,2700,3,0,
20211009142427,1001,아메리카노,2000,2,10,1003
20211010142439,1005,카푸치노,2700,5,0,
20211010143033,1004,꿀아메리카노,2500,3,0,1001
20211010143343,1001,아메리카노,2000,3,10,
20211010143431,1003,바닐라아메리카노,2500,3,0,1005
20211010143521,1008,바닐라아메리카노,3000,1,0,1002
20211011143657,1008,바닐라아메리카노,3000,1,0,
20211011143709,1003,바닐라아메리카노,2500,3,0,
20211011143856,1003,바닐라아메리카노,2500,1,0,1001
20211011144016,1006,아메리카노,2500,3,10,
20211011144117,1007,헤이즐넛,3000,2,10,1004
20211011144319,1008,바닐라아메리카노,3000,5,0,
20211011144430,1008,바닐라아메리카노,3000,2,0,1004
20211012144728,1007,헤이즐넛,3000,3,10,
20211013144744,1002,헤이즐넛,2500,2,10,1004
20211013144924,1009,꿀아메리카노,3000,2,0,
20211013145416,1005,카푸치노,2700,1,0,1001
20211013145527,1004,꿀아메리카노,2500,5,0,
20211014150047,1008,바닐라아메리카노,3000,1,0,
20211014150111,1008,바닐라아메리카노,3000,3,0,1001
20211014150141,1008,바닐라아메리카노,3000,2,0,
20211015150218,1003,바닐라아메리카노,2500,1,0,1004
20211015150539,1001,아메리카노,2000,3,10,
20211015151103,1001,아메리카노,2000,1,10,
20211016151414,1001,아메리카노,2000,5,10,1003
20211016151417,1006,아메리카노,2500,5,10,1003
20211016151430,1006,아메리카노,2500,3,10,
20211016151548,1009,꿀아메리카노,3000,4,0,
20211016152152,1004,꿀아메리카노,2500,3,0,1002
20211017152210,1002,헤이즐넛,2500,5,10,1002
20211017152321,1003,바닐라아메리카노,2500,4,0,1002
20211017153214,1001,아메리카노,2000,2,10,
20211017153331,1009,꿀아메리카노,3000,4,0,1005
20211018153400,1006,아메리카노,2500,2,10,
20211018153546,1001,아메리카노,2000,1,10,
20211018153721,1006,아메리카노,2500,1,10,1004
20211018153817,1005,카푸치노,2700,2,0,
20211019153843,1001,아메리카노,2000,1,10,1001
20211019153917,1002,헤이즐넛,2500,3,10,
20211019154147,1009,꿀아메리카노,3000,5,0,1005
20211019154256,1001,아메리카노,2000,2,10,
20211019154546,1009,꿀아메리카노,3000,3,0,1005
20211019154611,1002,헤이즐넛,2500,5,10,1004
20211019154807,1003,바닐라아메리카노,2500,1,0,
20211020155011,1002,헤이즐넛,2500,3,10,1003
20211020155204,1008,바닐라아메리카노,3000,5,0,
20211020155327,1009,꿀아메리카노,3000,3,0,1003
20211021155438,1005,카푸치노,2700,4,0,1001
20211021155637,1002,헤이즐넛,2500,1,10,1001
20211021155749,1009,꿀아메리카노,3000,3,0,
20211021155955,1006,아메리카노,2500,3,10,1001
20211022160022,1008,바닐라아메리카노,3000,5,0,1002
20211022160045,1008,바닐라아메리카노,3000,2,0,
20211022160733,1008,바닐라아메리카노,3000,3,0,1003
20211022160950,1005,카푸치노,2700,4,0,
20211022160958,1006,아메리카노,2500,3,10,
20211023161031,1002,헤이즐넛,2500,4,10,1002
20211024161433,1005,카푸치노,2700,3,0,1005
20211024161710,1003,바닐라아메리카노,2500,2,0,
20211024162048,1004,꿀아메리카노,2500,1,0,1004
20211024162056,1005,카푸치노,2700,1,0,1001
20211025162649,1005,카푸치노,2700,3,0,
20211025162939,1003,바닐라아메리카노,2500,4,0,
20211025163110,1005,카푸치노,2700,4,0,1001
20211026163417,1007,헤이즐넛,3000,1,10,
20211026163433,1005,카푸치노,2700,1,0,
20211026163743,1006,아메리카노,2500,1,10,
20211026163925,1002,헤이즐넛,2500,3,10,1005
20211026164044,1007,헤이즐넛,3000,3,10,
20211026164321,1002,헤이즐넛,2500,4,10,1002
20211026164355,1002,헤이즐넛,2500,1,10,1004
20211027164943,1006,아메리카노,2500,2,10,
20211027165320,1003,바닐라아메리카노,2500,5,0,1001
20211027165328,1003,바닐라아메리카노,2500,4,0,
20211027165540,1005,카푸치노,2700,2,0,1003
20211027165956,1006,아메리카노,2500,3,10,1004
20211028170343,1009,꿀아메리카노,3000,4,0,
20211028170349,1009,꿀아메리카노,3000,3,0,1001
20211028170509,1006,아메리카노,2500,4,10,
20211029170513,1002,헤이즐넛,2500,3,10,
20211029170531,1006,아메리카노,2500,1,10,
20211030170723,1006,아메리카노,2500,3,10,1004
20211030171042,1003,바닐라아메리카노,2500,5,0,1004
20211030171204,1005,카푸치노,2700,2,0,1002
20211030171338,1009,꿀아메리카노,3000,5,0,1003
20211030171815,1002,헤이즐넛,2500,3,10,
20211030172237,1008,바닐라아메리카노,3000,5,0,
20211030172307,1002,헤이즐넛,2500,3,10,1004
20211101172500,1008,바닐라아메리카노,3000,4,0,1003
20211101172619,1007,헤이즐넛,3000,4,10,
20211101172900,1009,꿀아메리카노,3000,1,0,1002
20211101172928,1005,카푸치노,2700,1,0,
20211102173253,1005,카푸치노,2700,4,0,
20211102174158,1002,헤이즐넛,2500,2,10,1005
20211102174411,1008,바닐라아메리카노,3000,1,0,1002
20211102174427,1001,아메리카노,2000,2,10,1005
20211102174736,1007,헤이즐넛,3000,3,10,
20211102175028,1005,카푸치노,2700,5,0,
20211102175111,1003,바닐라아메리카노,2500,4,0,1003
20211103175258,1007,헤이즐넛,3000,2,10,
20211103175351,1006,아메리카노,2500,3,10,1002
20211103175745,1007,헤이즐넛,3000,1,10,
20211103175815,1004,꿀아메리카노,2500,5,0,
20211104180913,1001,아메리카노,2000,4,10,1003
20211104181129,1007,헤이즐넛,3000,4,10,
20211104181334,1003,바닐라아메리카노,2500,1,0,1001
20211104182425,1007,헤이즐넛,3000,2,10,1005
20211104182555,1009,꿀아메리카노,3000,5,0,
20211104182929,1006,아메리카노,2500,2,10,1003
20211105182958,1006,아메리카노,2500,1,10,
20211105183700,1005,카푸치노,2700,2,0,1004
20211106184118,1008,바닐라아메리카노,3000,1,0,
20211106184140,1005,카푸치노,2700,5,0,1001
20211106185158,1005,카푸치노,2700,1,0,
20211106185248,1006,아메리카노,2500,4,10,
20211106185459,1004,꿀아메리카노,2500,2,0,1002
20211107185557,1004,꿀아메리카노,2500,5,0,
20211107185923,1001,아메리카노,2000,1,10,1003
20211108190123,1009,꿀아메리카노,3000,1,0,1001
20211108190316,1001,아메리카노,2000,4,10,
20211109190336,1001,아메리카노,2000,2,10,1002
20211109190506,1008,바닐라아메리카노,3000,5,0,1004
20211109190533,1004,꿀아메리카노,2500,3,0,1002
20211109190543,1003,바닐라아메리카노,2500,3,0,
20211109190631,1005,카푸치노,2700,3,0,1003
20211109190642,1004,꿀아메리카노,2500,3,0,
20211109190918,1004,꿀아메리카노,2500,5,0,1003
20211110191257,1006,아메리카노,2500,3,10,
20211110191258,1001,아메리카노,2000,5,10,1002
20211110191629,1004,꿀아메리카노,2500,2,0,1001
20211110191814,1001,아메리카노,2000,5,10,
20211110192423,1004,꿀아메리카노,2500,2,0,1002
20211111192700,1005,카푸치노,2700,5,0,1005
20211111192803,1007,헤이즐넛,3000,4,10,
20211111192825,1007,헤이즐넛,3000,4,10,1002
20211111192945,1005,카푸치노,2700,2,0,
20211112193017,1005,카푸치노,2700,1,0,1002
20211113193217,1009,꿀아메리카노,3000,5,0,1003
20211113193242,1004,꿀아메리카노,2500,4,0,
20211113194001,1001,아메리카노,2000,4,10,1002
20211114194948,1001,아메리카노,2000,1,10,1003
20211114195043,1004,꿀아메리카노,2500,2,0,1001
20211114195211,1006,아메리카노,2500,4,10,1004
20211114195308,1002,헤이즐넛,2500,5,10,1004
20211114195422,1008,바닐라아메리카노,3000,5,0,
20211115200036,1005,카푸치노,2700,5,0,1004
20211115200654,1005,카푸치노,2700,3,0,1001
20211115200938,1005,카푸치노,2700,2,0,1004
20211116201523,1003,바닐라아메리카노,2500,2,0,
20211116201722,1006,아메리카노,2500,5,10,1001
20211116202001,1006,아메리카노,2500,1,10,
20211116202054,1008,바닐라아메리카노,3000,2,0,
20211117202226,1009,꿀아메리카노,3000,2,0,
20211117202341,1006,아메리카노,2500,1,10,
20211117202423,1004,꿀아메리카노,2500,3,0,1002
20211117202751,1005,카푸치노,2700,1,0,
20211117202815,1005,카푸치노,2700,4,0,1001
20211117203156,1006,아메리카노,2500,4,10,
20211118203544,1001,아메리카노,2000,5,10,1001
20211119204104,1004,꿀아메리카노,2500,3,0,1003
20211119204447,1008,바닐라아메리카노,3000,2,0,1003
20211119204722,1006,아메리카노,2500,2,10,
20211119205205,1006,아메리카노,2500,2,10,1002
20211119205350,1002,헤이즐넛,2500,3,10,1004
20211119210001,1008,바닐라아메리카노,3000,4,0,1003
20211119210210,1006,아메리카노,2500,3,10,
20211120210510,103,바닐라아메리카노,2500,1,0,1004
20211120210847,102,헤이즐넛,2500,3,10,1003
20211120211120,1009,꿀아메리카노,3000,1,0,1004
20211120211322,1005,카푸치노,2700,1,0,
20211120211333,1004,꿀아메리카노,2500,3,0,
20211121211853,1005,카푸치노,2700,3,0,
20211121211932,1001,아메리카노,2000,1,10,
20211121211949,1005,카푸치노,2700,3,0,
20211122212114,1001,아메리카노,2000,1,10,1005
20211122212209,1009,꿀아메리카노,3000,2,0,1001
20211122212612,1003,바닐라아메리카노,2500,2,0
20211122213214,1006,아메리카노,2500,3,10,1001
20211122213241,1005,카푸치노,2700,2,0,1001
20211122213409,1001,아메리카노,2000,1,10,1003
20211122213510,1002,헤이즐넛,2500,1,10,
20211122213749,1006,아메리카노,2500,4,10,1002
20211122213824,1005,카푸치노,2700,1,0,
20211123214453,1005,카푸치노,2700,4,0,1004
20211124214734,1006,아메리카노,2500,5,10,1001
20211124214839,1004,꿀아메리카노,2500,2,0,
20211124214935,1004,꿀아메리카노,2500,5,0,1002
20211124215043,1008,바닐라아메리카노,3000,4,0,
20211124215258,1008,바닐라아메리카노,3000,2,0,
20211125215412,1009,꿀아메리카노,3000,3,0,1003
20211125215708,1003,바닐라아메리카노,2500,4,0,1003
20211126220027,1001,아메리카노,2000,5,10,
20211126220122,1004,꿀아메리카노,2500,3,0,1003
20211126220623,1006,아메리카노,2500,3,10,1001
20211126220856,1002,헤이즐넛,2500,4,10,
20211126221556,1001,아메리카노,2000,3,10,1002
20211127222445,1008,바닐라아메리카노,3000,3,0,
20211128222624,1008,바닐라아메리카노,3000,3,0,
20211128222947,1008,바닐라아메리카노,3000,4,0,1004
20211128223235,1004,꿀아메리카노,2500,3,0,1002
20211129223623,1007,헤이즐넛,3000,1,10,1002
20211129223806,1003,바닐라아메리카노,2500,4,0,
20211129224702,1006,아메리카노,2500,3,10,1002
20211129224752,1002,헤이즐넛,2500,2,10,1003
20211130224849,1007,헤이즐넛,3000,4,10,1004
20211130224924,1003,바닐라아메리카노,2500,1,0,1004
20211130225015,1001,아메리카노,2000,4,10,
20211130225116,1007,헤이즐넛,3000,2,10,1001
20211130225615,1008,바닐라아메리카노,3000,4,0,
20211130225616,1004,꿀아메리카노,2500,4,0,1002
20211130230012,1005,카푸치노,2700,5,0,1003
